Title,Publisher,Published,Downloads,Pages,Category
Plyometrics Fitness Adrenaline,PLR,21-Mar,49,34,Health
Chamomile Tea,Anthony Loggia,21-Mar,98,43,Health
The Ultimate Guide to Aromatherapy,Angelia Griffith,21-Feb,247,50,Health
How to Lower Your Cholesterol,Catherine Edison,21-Feb,250,84,Health
Hydrogen Peroxide Medical Miracle,William Campbell Douglass,21-Jan,378,179,Health
Dancing Your Fats Away,Jacob Martyn,21-Jan,147,38,Health
Goal Setting For Weight Management,Diep,21-Jan,86,35,Health
Health and SelfCure,Joachim M Werdin,21-Jan,130,105,Health
DELICIOUSLY EASY KETO RECIPESS - KETOGENIC COOKBOOK,Stefan Georges,21-Jan,610,44,Health
Change and Development,Richard Clark,20-Dec,75,88,Health
Vital Edge,Dan Hochman,20-Dec,187,26,Health
21-Day Keto Diet Weight Loss Meal Plan,Tasteaholics,20-Oct,950,45,Health
The Complete Guide To Master Type 2 Diabetes Blueprint,Nutritionist Mohammad Khan,20-Aug,396,136,Health
I Am Oz: The Golden Road to Recovery,John Erik Ege,20-Jul,203,103,Health
Massage Therapy for Complete Body Relaxation,Laura Ayala,20-Apr,858,64,Health
Keto & Intermittent Fasting Starter Guide,Corné van Zyl,20-Feb,1560,50,Health
A Rational Approach to Cancer Treatment - and why Big Pharma isn't interested,David Bolton,20-Feb,458,190,Health
EDIT YOUR LIFE : Design Your Destiny and Say Goodbye to Depression,Veerachai Junhunkit,19-Oct,1019,168,Health
Blood Groups and Diet,Well Cell Publishing,19-Jul,690,22,Health
The Prostate Massage Manual: What Every Man Needs To Know For Better Prostate Health and Sexual Pleasure,Ronald M Bazar,19-Jul,931,79,Health
Fighting Type 2 Diabetes - HOPE,Lukas Grumlik,19-Jun,554,50,Health
Eating clean & Improving your lifestyle,Annemie Rabie,19-May,1316,50,Health
Nature & Nutrition: A New Era of Therapeutic Herbs,AK Mohiuddin,19-Mar,1281,316,Health
Exercises For Bad Posture,Alios Johnson,19-Mar,796,52,Health
Rewire Your Anger (Rewire Your Mental Health),Chris Boutte,19-Feb,955,39,Health
It’s All About the Money: The Truth About Orthodox Cancer Treatments,Fredda Branyon,18-Dec,354,57,Health
The Narcolepsy Diet Ebook,Peter Conley,18-Oct,245,27,Health
Surviving Cancer and Embracing Life: My Personal Journey,Joel R. Evans,18-Oct,11718,95,Health
"Healthise Yoga Information: Origin, Types and Immunity Against AIDS",healthise nivedita,18-Aug,224,33,Health
Get Healed Without Drugs,Mike E. Chukwu,18-Aug,1242,84,Health
Nourishing the Soul: A Meat Lover's Journey to Eating in Spiritual Alignment,Bradley Jarryd,18-Jun,402,85,Health
The ABC of Weight Loss Habits,Terry Rich,18-Apr,1131,52,Health
Therapeutic Uses of Common Backyard Trees and Plants,Tree Science,17-May,593,35,Health
The Therapy,Richard Clark,17-May,425,59,Health
The Global Elites Population Cull,Terence A. Smart,17-May,438,288,Health
The Beginner's Guide to a Healthy Lifestyle,Larry Lewis,17-Apr,1190,55,Health
Home Remedies For Plantar Fasciitis,Dennis Roberts,17-Apr,557,128,Health
How to Detox your Liver Naturally,Brett Elliott,17-Feb,1879,24,Health
Irritable Bowel Syndrome - Natural Solutions,Brett Elliott,17-Feb,550,25,Health
Detox and Heal Your-Self,Brett Elliott,17-Feb,1007,45,Health
The Weight Loss Myths: What Nobody Will Tell You - Don't Fall Victim to Them!,Millizie Bob,17-Feb,504,27,Health
Down With Acid,Chris Robinson,16-Dec,1005,124,Health
Mediterranean Diet: The Essential Guide to The Mediterranean Diet - Diet Motivation & Healthy Meals,Jen Watson,16-Aug,792,38,Health
7 Health Myths Demolished,Janice Yap,16-Aug,842,28,Health
Top 11 Depression Therapies to Get Rid of Your Depressive Disorder Today,Delarno,16-Aug,606,6,Health
"Climate, Cows, and Cars",Mitch,16-Jul,237,69,Health
The Science of Longevity: How to Optimize Health and Life Span,Russell Eaton,16-Jul,1967,105,Health
The 3 Week Diet Introduction Manual,The 3 Week Diet,16-Jun,1080,45,Health
Enlarge Your Knowledge On Weight Loss,Rahat Hossain,16-Jun,1273,38,Health
Low Carb Living Clarified,David G.,16-Jun,434,60,Health
The Disturbing Truth,Irfan Iftekhar,16-May,467,94,Health
A Mind of Your Own: The Truth about Depression and Natural Treatment for Whole Body Wellness,Deniz Yalım,16-Apr,1197,19,Health
Insider's Guide to Neck and Back Care,"Robert Talac, MD, Phd",16-Apr,592,51,Health
"How To Quit Smoking: Ex-Smoker's Guide To an Easy, Quick and Permanent Way to Give Up Smoking",Steven Case,16-Mar,444,28,Health
Exploring Eft,Rob Wyler,16-Mar,602,26,Health
Schlafratgeber,Procave,16-Mar,44,45,Health
Gourmands on the Run!,Dame DJ,16-Mar,197,123,Health
Raw Food Diet For Beginners,Ross Contreras,16-Feb,1278,41,Health
Weight Loss Tips,John Templin,16-Feb,789,21,Health
Exposed! The Biggest Lies and Myths of Weight Loss,Jayson Hunter,16-Feb,274,33,Health
Quit Snoring Now - Recommended Anti Snoring Solutions,Jessica Konn,16-Feb,478,31,Health
Best Diet for 2016,Dr. Stan,16-Feb,699,45,Health
Beautiful Body Essentials,Edwin Kakaire,16-Feb,272,13,Health
Rheumatoid and Osteoarthritis Pain Management and Cure,Eric EH Buddhadharma,16-Jan,590,9,Health
Sexuality,Eric EH Buddhadharma,16-Jan,1021,46,Health
Banish Your Diabetes Forever,Steven Crowe,15-Dec,982,30,Health
Pain,Eric EH Buddhadharma,15-Dec,515,5,Health
"Be Lonely, Be Your Best",Santosh Jha,15-Dec,1051,125,Health
Skin Whitening Forever Book PDF with Review,Wesley Eden Diaz,15-Nov,752,43,Health
Fat Diminisher System Book PDF with Review,Wesley Virgin,15-Nov,2791,38,Health
Baby Boomers Ready to Give Medical Marijuana a Chance,PotBotics,15-Nov,397,27,Health
How I Accidentally Became A Size 8 - An 8 Week Program To End Dieting,Jasmine Skee,15-Nov,559,22,Health
Ultimate Herpes Protocol Book PDF with Review,Melanie Addington,15-Nov,553,35,Health
Everything You Need To Know About Autism: Parent’s Guide,Neurogen,15-Oct,674,35,Health
I am Gonna Lose Weight Even If It Kills Me ~ 59 Tips on Dieting for the Right Reason,Terry D. Clark,15-Oct,416,127,Health
Are Your Dieting Strategies Killing You? REVEALED: The Dark Side of Summer Dieting,Julie Kerr,15-Oct,137,27,Health
"How To Be Healthy and Fit From Top to Bottom Mind, Body and Soul ~ Live A Life Span of 100 Years. Vol.5",Terry D. Clark,15-Oct,1264,492,Health
172 Uncommon Natural Health Herbal & Traditional Medicines ~ Relief for Severe Pain & Health Problems,Terry D. Clark,15-Oct,3323,209,Health
101 Tips That Burn Belly Fat Daily,Dr. Charles,15-Sep,3496,27,Health
The Disability Experience II,Debbie Johnson,15-Aug,217,126,Health
Weight Loss Kickstarter,Emmy,15-Jul,1019,23,Health
"Hot to Choose Orgonite, the Best Device for You - the Ultimate Guide for EMF Protection and Self Improvement",Suli,15-Jul,657,50,Health
Don't Eat Your Broccoli: The Shocking Truth,Russell Eaton,15-May,1175,63,Health
A New Therapy for Health & Energy,Richard Clark,15-May,1447,178,Health
7 Super Secrets for Vibrant Heath,Luis Quiroz Ravines,15-Apr,866,76,Health
"Get Out of Depression, Discover the Ways to a Happy Life - Natural Remedies for Depression",Esther Monica,15-Mar,1617,69,Health
It's a Skin Thing,Hanna Sillitoe,15-Mar,1065,62,Health
Breast Cancer Awareness Guide,Jamie Florian Stacy,15-Mar,539,21,Health
Toksyczna Psychologia I Psychiatria: Depresja a Samobójstwo,Jarosław Stukan,15-Feb,36,104,Health
Understanding Sexually Transmitted Diseases (STD):  A Guidebook to Better Sexual Health (Women),Dr Tan and Partners,15-Feb,290,23,Health
"Put A Halt to Your Addiction Gambling, Drugs, Food and Other Types",Terry D. Clark,15-Jan,594,52,Health
Truth About Abs,Craig,14-Dec,500,65,Health
Superfood Pleasures,Emmanuel Sarris,14-Dec,3266,55,Health
Cluster Headache ~ How to Attack Any Type of Chronic Headaches Dead Cold Before the Pain Starts ~ 99 Plus Home Remedy Ti,Terry D. Clark,14-Nov,473,96,Health
The Two Faces of Bipolar Disorder ~ What Does It Mean and How It Affect Your Personality or Someone You Love,Terry D. Clark,14-Nov,761,47,Health
You Starving Yourself 4 What? The Key to Lose Weight Is Check Your Metabolism,Terry D. Clark,14-Oct,871,100,Health
Therapies with Minerals,Pedro Neves,14-Oct,463,21,Health
10 Day Green Smoothie Cleanse,Lorraine Paige,14-Oct,2156,50,Health
The LOC - A Basic Guide to Cancer,The LOC,14-Sep,239,21,Health
Six Pack Secrets - Build Lean and Strong Muscles,Lorraine Paige,14-Sep,955,50,Health
10 Reasons You Are Not Getting It Right,Lorraine Paige,14-Sep,1887,50,Health
30 Minutes Workout Routine,Lorraine Paige,14-Sep,1846,50,Health
105 Belly Fat Torching Tips and Tricks That Work,Katherine Y. Henderson,14-Sep,1117,50,Health
Basics Of Body Building,Yasin,14-Aug,987,103,Health
"""Reversing Alzheimer's""",G Veurink,14-Jul,845,51,Health
"Erectile Dysfunction (ED) - Causes, symptoms and treatment modalities- ED Cure",Mark,14-Jul,1363,29,Health
Safely Buying Prescription Drugs Online: The Comprehensive Guide,The Canadian Pharmacy,14-Apr,202,27,Health
What Happens Next,National Institute on Aging,14-May,182,20,Health
What Are Knee Problems?,National Institute of Osteoporosis and Bone Health,14-May,347,5,Health
The Teen Brain: Still Under Construction,National Institute of Mental Health,14-Apr,374,10,Health
"Pregnancy, Breastfeeding and Bone Health",National Institute of Osteoporosis and Bone Health,14-Apr,391,3,Health
Post-Traumatic Stress Disorder,National Institute of Health,14-Apr,394,6,Health
Once Is Enough: A Guide to Preventing Future Fractures,National Institute of Oesteoperosis and Bone Healt,14-Apr,101,6,Health
Older Adults and Depression,National Institute of Mental Health,14-Apr,259,8,Health
Current Intelligence Bulletin 65: Occupational Exposure to Carbon Nanotubes and Nanofibers,"Department of Health and Human Services ,",14-Apr,86,184,Health
Current Intelligence Bulletin 66: Derivation of Immediately Dangerous to Life or Health (IDLH) Values,"National Institutes of Health,",14-Apr,67,111,Health
Current Intelligence Bulletin 64: Coal Mine Dust Exposures and Associated Health Outcomes - A Review of Information Publ,National Institute for Occupational Safety and Hea,14-Apr,46,56,Health
Those Who Continue to Smoke: Is Achieving Abstinence Harder and Do We Need to Change Our Interventions?,National Cancer Institute,14-Apr,59,159,Health
"If I Was Skinnier, Would You Love Me More?",Nadejda Corcimar Alexei,14-Apr,450,30,Health
Top 100 Drugs Sales Free e-Book,Bella Moorena,14-Mar,219,47,Health
School Health Guidelines to Promote Healthy Eating and Physical Activity,U.S. Department of Health and Human Services (HHS),14-Feb,402,80,Health
Emerging Infectious Disease,D. Peter Drotman,14-Feb,198,179,Health
Medicare Coverage of Kidney Dialysis and Kidney Transplant Services,U.S. Department of Health and Human Services,14-Feb,94,54,Health
Medicare &  You 2014,U.S. Department of Health and Human Services,14-Feb,139,152,Health
Health Care Benefits Overview 2012,U.S. Department of Veterans Affairs,14-Feb,77,40,Health
Excel Healthcare Group Identifies 2014 Healthcare Needs and Trends,"Kristie Brown, Matthew Caravana, et al",14-Feb,112,53,Health
Quit Smoking or Die,Robert Velarosa,14-Feb,447,42,Health
Keep the Beat Recipes: Deliciously Healthy Family Meals,U.S. Department of Health and Human Services,14-Feb,405,130,Health
Help Yourself to a Healthy Home: Protect Your Children's Health,U.S. Department of Housing and Urban Development,14-Feb,190,60,Health
Cooking for Groups: A Volunteer's Guide to Food Safety,U.S. Department of Agriculture,14-Feb,297,40,Health
Doctor's Appointment Not Required,Terry Clark,14-Jan,1982,91,Health
High Blood Pressure ~ the Silent Killer Exposed in America!,Terry Clark,14-Jan,791,95,Health
"Super Size Me, Please ~ Obesity, What's Making America Fat?",Terry Clark,14-Jan,355,85,Health
Planning for Health Service Support,Department of the Army,14-Jan,99,416,Health
How to Lose Weight & Stay Fit,Arun Kumar,14-Jan,1421,95,Health
How to Stay Fit and Healthy at Any Age 18 - 99 and Have Fun Doing it!,Terry Clark,14-Jan,940,79,Health
How to Quit Smoking Like a Chimney and Live Longer,Terry Clark,14-Jan,240,100,Health
Acne Is Destroying My Life - Help! Alternative vs Treatments,Terry Clark,14-Jan,364,138,Health
"Before You Detox, It's Not What You Think",Terry Clark,13-Dec,1702,108,Health
"Green Tea the New Fountain of Youth, Myth or Truth?",Terry Clark,13-Dec,993,116,Health
High as a Kite,Terry Clark,13-Dec,300,139,Health
The Pregnant Women,Terry Clark,13-Dec,893,104,Health
Reshaping Agriculture for Nutrition and Health,Shenggen Fan and Rajul Pandya-Lorch,13-Dec,318,230,Health
Just Juice it,Andrea Lambert,13-Nov,1326,27,Health
Cupping: A Prophetic Medicine Appears in its New Scientific Perspective,Mohammad Amin Sheikho,13-Nov,613,93,Health
World's Greatest Health & Exercise Myths,Russell Eaton,13-Oct,2201,38,Health
"Aromatherapy, Essential Wisdom",Reinvent Time,13-Oct,2085,35,Health
The Electronic Cigarette - a User Guide,Halo E-cigarettes,13-Oct,298,38,Health
Super Fruit Handbook,Andy LaPointe,13-Oct,1162,99,Health
Good Health at Low Cost 25 Years On.  What Makes a Successful Health System?,"Dina Balabanova, Martin McKee, et al",13-Oct,682,579,Health
Sleep Like a Pro,Mohammad Kassem,13-Sep,827,50,Health
Heartaches,Vincent Strangio,13-Jul,313,64,Health
25 Ways to Lose 25 Pounds,Vitfix,13-Jul,3489,55,Health
52 Health & Lifestyle Tips,Benjamin Martin,13-Jul,919,30,Health
101 Everyday Power Tips for Preventing (And Treating) Headaches,George Pluss,13-Jul,1371,61,Health
Internal Medicine Practice Questions,Knowmedge,13-Jul,1860,183,Health
How to Eliminate Stress And Anxiety From Your Life,Ethan Chong,13-Jun,1713,77,Health
Ignite Your Metabolism,Hoopes,13-Jun,1075,40,Health
Gluten Freedom,Tammy Scherck,13-May,1378,53,Health
Eating for Energy not for Your Taste Buds,Tom,13-Apr,1527,52,Health
Physiotherapy Exercises,Chandrashekar Belludi,13-Apr,2749,585,Health
"Me vs Myself, On & Off the Court",Dennis Simsek,13-Jan,362,50,Health
Case Notes From a Family Doctor,Ken Kee,13-Jan,1111,46,Health
A Lifestyle to Lose Weight,Joey Vurley,12-Dec,791,39,Health
The Advantages Of Being A Vegetarian,Abdelrhman,12-Dec,1043,103,Health
A Complete Handbook of Nature Cure,Shri Bakhru,12-Nov,12356,50,Health
What Happened to my Allergies?,Dave Drew,12-Oct,928,46,Health
Hemorrhoid & IBS Free - Stop Colorectal Problems for Life,Healthy Symptoms,12-Oct,1720,57,Health
Natural Remedies for Joint Pain Arthritis & Inflammation,Dr. James Meschino,12-Sep,2250,40,Health
"Seven Steps to a Healthy, Fit, Age - Resistant Body",Dr. James Meschino,12-Sep,1090,296,Health
Vibrant Vitality - Harness The Secret Energy Within,Chris D'Cruz,12-Sep,1315,53,Health
How I Cured My Life Long Candida Infection Accidentally,Marvin Lee Robey,12-Sep,2139,93,Health
Acne Secrets,Brett Thompson,12-Aug,2221,41,Health
Comphensive Guide to Accessory Nutrients and Essential Oils,Dr. James Meschino,12-Aug,3668,118,Health
The Complete Guide to Migraine Headaches,Alice Peart,12-Sep,1062,50,Health
Living With Multiple Sclerosis,Piet Mesmer,12-Sep,1433,50,Health
Understanding Incontinence,G. Fairweather,12-Sep,768,50,Health
Freedom From Smoking,Patricia Krenik,12-Aug,823,50,Health
The Complete Guide to Eczema and Psoriasis,Robert Ashe,12-Aug,1576,50,Health
Your Guide to Deep Vein Thrombosis,Marcie Hoff,12-Aug,701,50,Health
Dealing with Prostate Cancer,Norman Falconer,12-Aug,1050,50,Health
Depression: A Misunderstood Disease,Stephanie Mallet,12-Aug,3214,50,Health
De - Mystifying Cancer,Stuart Wolfe,12-Aug,1362,50,Health
Living With Crohn's Disease,Lois Fordham,12-Aug,876,50,Health
Your Guide to Colon Cleansing,Peter Mason,12-Aug,1417,50,Health
Natural Medicine,Dr. Jerry Lee Hoover N.D.,12-Aug,7694,182,Health
Everything you Ever Wanted to Know About Chronic Headaches,Douglas Hanna,12-Aug,889,50,Health
Your Guide to Better Sleep,Neville Amis,12-Aug,1233,50,Health
BioLiving in a High-Tech World,Allie Dawson,12-Aug,1484,50,Health
The Complete Guide to Treating  & Coping With Alzheimer's Disease,Tim Wormald,12-Aug,1369,50,Health
Taking Control of Alcohol,Claire Nash,12-Aug,1006,50,Health
"The Complete Guide to Acne Prevention, Treatment and Remedies!",Pamela Archer,12-Aug,1272,50,Health
Comprehensive Guide to Herbs,Dr. James Meschino,12-Aug,3250,197,Health
The Best E-Cigarette Reviews,Alexa Van Klemp,12-Jul,147,23,Health
100 Weight Loss Tips,Sue Shi,12-Jul,8985,18,Health
Comprehensive Guide to Minerals,Dr. James Meschino,12-Jul,1117,62,Health
Your Guide to Treating Fibromyalgia,Terry Springer,12-Jun,2908,85,Health
Comprehensive Guide to Vitamins,Dr. James Meschino,12-Jun,3117,90,Health
Treatment of Sleep Apnea,Dalyn Baker,12-May,1972,49,Health
They Are Trying to Kill Us and It's Time to Fight Back,Bonnie Wills,12-Apr,3570,165,Health
Health Messages for Afghan Health Care Workers,Group of Authors,12-Apr,118,222,Health
Collection of Articles Dr. Jawad Mofleh,Dr. Mir Jawad Ahmad Mofleh,12-Apr,106,37,Health
Avian Influenza Toolkit-Afghanistan 2007,Edited by: Dr. Mir Jawad Ahmad Mofleh,12-Apr,69,62,Health
Surveillance of Infleuza H1N1-in Afghanistan,Edited by: Dr. Mir Jawad Ahmad Mofleh,12-Apr,51,29,Health
Afghanistan Diseases Early Warning System (DEWS) Manual 2006,Edited by: Dr. Mir Jawad Ahmad Mofleh,12-Apr,670,71,Health
Poliomyelitis for Afghan Health Worker-2005,Dr. Mir Jawad Ahmad Mofleh,12-Apr,329,62,Health
30 Days to a Sexier You! A Self Help Guide for Women Suffering from Low Libido,"Linda L. Ryan, RN",12-Mar,15578,50,Health
The Foundations of Good Health,Lois Francis,12-Feb,615,50,Health
Conquer Your Migraines,Marcelo Muszalski,12-Jan,1620,31,Health
"Think, Act., Love, Lose Weight",Shane Jeremy James,12-Jan,7291,50,Health
Effective Herbal Products for Common Diseases/TCM Health-care Regulation Program,Fumin Tang,12-Jan,3740,61,Health
Turn Your Back on Nicotine,Richard Mcgough,11-Dec,896,29,Health
The Guide to Staying Healthy - By Utterly Frank,Utterly Frank,11-Dec,1246,61,Health
Detox to Lose Weight by Christmas,Ceci Lopez,11-Nov,3418,29,Health
By-Pass Your Cravings to Stop Smoking,Richard Mcgough,11-Nov,2030,24,Health
Secrets to Getting Pregnant Naturally and Easily,Alice Johnson,11-Nov,3553,34,Health
Diabetes and You,Novo Nordisk,11-Sep,4031,50,Health
A Simple Plan to Create the New You,Jim Cooper,11-Sep,13520,88,Health
Taller Para Prevención del Sida Para Hombres Latinos,Jacobo Schifter,11-Aug,1070,200,Health
Manual Para Prevencion Sida en Cárceles,Jacobo Schifter,11-Aug,1018,184,Health
How to Improve Your Posture in 30 Days,Vince Delmonte,11-Jul,3305,50,Health
SuperFoods: Nutritional Powerhouses for Lifelong Health and Vitality,C. Stewart,11-Jul,6413,24,Health
A Guide on Weight Loss - Lose Weight the Correct Way,Jason Squires,11-Jul,10566,20,Health
How to Stay Slim One Bite at a Time,Sonia Hansberry,11-Jun,1127,50,Health
Stop this Pain in my Brain,Rich Allyn,11-Jun,1832,115,Health
Glycemic 101: How to Effortlessly Control Your Blood Sugar For the Rest of Your Life!,Amy,11-May,4627,35,Health
20 Eating Disorder Recovery Questions and Answers,Nina V.,11-May,5512,25,Health
Lowering Your Cholesterol Naturally: Learn How to Get Started Lowering Your Cholesterol Naturally Today,Amy Austen,11-Apr,3700,31,Health
The Winter Wellness Diet: How to Use the Cold to Fire up Your Metabolism and Melt the Fat Away!,Russ Marchewka,11-Apr,3364,59,Health
Islamic Spiritual Intervention(ISI) for Heroin Dependence Treatment,"Dr. Rusdi Abd Rashid, Professor Dr. Hussain Habil",11-Mar,2618,66,Health
How to Reduce Everyday Pain and Inflammation in Your Body!,"Todd M. Cambio, CSCS",11-Feb,10671,30,Health
Penetrate the Soul with a Kiss,Tracy Montgomery,11-Feb,13832,65,Health
Jesus: The Final Journey,Robert E. Macklin,11-Feb,6481,233,Health
Kickbutt Metabolism - The Truth about Permanent fat Loss,David Cassell,11-Feb,5208,38,Health
A Pain in the Back and How to Get Rid of it,Dave Tishendorf,11-Jan,14193,44,Health
